Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOIX,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60
5000000,91-04-30,Boxford,MA,USA,USA,75,228,2009,1,19,L,Kreider,Chris,LW/C,NYR,75,28,25,18,7,53,6,7.3,58,1685,76522,1274.6,17,17,29.9,70.7,9.5,0.903,999,3.53,2.26,61,27,1.27
1650000,91-05-08,Vanier,ON,CAN,CAN,76,215,2009,2,54,L,Gelinas,Eric,D,COL,27,0,1,0,1,1,-4,-6.1,12,447,18764,311.9,11.58,11.57,23.1,10,6.8,0.925,993,1.92,2.5,43.5,-3,-0.58
792500,94-11-15,Tarrytown,NY,USA,USA,75,200,2013,3,66,R,Pesce,Brett,D,CAR,82,2,18,7,11,20,23,9.8,20,2062,104325,1707.8,21.2,21.08,36.3,24.7,10,0.914,1014,2.85,2.28,55.5,16,0.56
925000,95-04-30,Buffalo,NY,USA,USA,72,190,2013,6,159,L,Malone,Sean,C,BUF,1,0,0,0,0,0,0,0,0,15,732,12.2,12.2,12.2,23.5,0,0,1,1000,0,0,0,0,0
3500000,86-09-14,Laurier-Station,QC,CAN,CAN,67,176,,,,L,Desharnais,David,C,EDM/MTL,49,6,8,3,5,14,4,-2.5,12,860,36628,609.7,12.47,12.46,23.5,53.8,9,0.936,1026,2.56,1.77,59.1,8,0.79
4000000,89-10-20,Greenwich,CT,USA,USA,73,221,2008,1,7,L,Wilson,Colin,LW/C,NSH,70,12,23,17,6,35,7,5.4,18,1446,62821,1043.6,14.95,14.94,26.9,57.4,10.4,0.916,1020,3.51,2.24,61,22,1.26
2600000,92-05-08,Dorchester,MA,USA,USA,77,215,2010,1,24,L,Hayes,Kevin,C/RW,NYR,76,17,32,18,14,49,10,-13.7,18,1797,75508,1256.8,16.57,16.55,28.2,69,13.2,0.901,1033,3.39,3.1,52.2,6,0.29
3500000,87-02-20,Pisek,,CZE,CZE,78,226,2005,1,17,L,Hanzal,Martin,C,ARI/MIN,71,20,19,12,7,39,-17,-4.4,53,1651,75486,1255.2,17.72,17.71,30.2,66.1,8.8,0.889,977,2.82,3.25,46.5,-9,-0.43
925000,95-10-24,Sewell,NJ,USA,USA,71,183,2014,1,19,R,Deangelo,Anthony,D,ARI,39,5,9,4,5,14,-13,-7.6,37,815,40000,664.8,17.1,17.08,31.2,53.8,7.1,0.926,997,2.35,2.44,49.1,-1,-0.09
575000,93-04-06,Markham,ON,CAN,CAN,72,192,2012,3,71,L,Richard,Tanner,C,T.B,3,0,0,0,0,0,-2,-0.3,2,49,2287,38.1,12.7,12.7,23,0,0,0.818,818,0,3.15,0,-2,-3.15
620000,92-05-11,Pontiac,MI,USA,USA,71,192,2010,3,80,R,Rust,Bryan,RW,PIT,57,15,13,9,4,28,4,2.2,8,1131,46636,776.6,13.63,13.63,25.3,68.3,9.8,0.909,1007,3.17,3.09,50.6,1,0.08
2500000,87-11-15,Los Angeles,CA,USA,USA,74,210,,,,R,Miller,Kevan,D,BOS,58,3,10,4,6,13,1,10.2,50,1354,61927,1028.9,17.7,17.74,32.2,37.1,7.3,0.904,977,2.04,2.45,45.5,-7,-0.41
3800000,89-11-24,Kitchener,ON,CAN,CAN,72,180,2009,5,130,L,Hoffman,Mike,LW/C,OTT,74,26,35,24,11,61,17,-1.2,51,1585,78113,1299.7,17.6,17.59,31,69.3,11.6,0.93,1046,4.06,1.75,69.8,50,2.31
792500,89-07-27,Ivry-sur-Seine,,FRA,FRA,71,191,,,,L,Auvitu,Yohann,D/LW,N.J,25,2,2,1,1,4,1,0.1,2,505,23405,389.3,15.6,15.59,28.9,30.8,6.1,0.944,1005,2,1.54,56.5,3,0.46
575000,89-02-20,Toronto,ON,CAN,CAN,71,174,2007,6,164,R,Didomenico,Chris,C/RW,OTT,3,0,0,0,0,0,0,0.1,6,47,1983,33,11.02,11.01,21.1,0,6.7,1,1067,1.82,0,100,1,1.82
575000,93-11-05,North Vancouver,BC,CAN,CAN,73,200,2012,2,50,R,Sissons,Colton,C,NSH,58,8,2,2,0,10,11,-2.5,12,981,38708,644.9,11.12,11.12,20.8,41.7,9.6,0.946,1042,2.23,1.67,57.1,6,0.56
742500,95-12-14,Moscow,,RUS,RUS,72,180,2014,2,33,L,Barbashev,Ivan,C,STL,30,5,7,4,3,12,5,2.4,2,489,21224,353.7,11.78,11.79,22.1,75,9.5,0.943,1038,2.71,1.53,64,7,1.19
5750000,89-07-18,Victoria,BC,CAN,CAN,74,210,2007,5,129,L,Benn,Jamie,LW,DAL,77,26,43,26,17,69,-9,-6.5,66,2085,89507,1488.3,19.37,19.36,32.4,80.2,10.1,0.886,987,3.47,3.27,51.5,5,0.2
800000,81-05-12,North Vancouver,BC,CAN,CAN,72,200,,,,L,Kearns,Bracken,C,NYI,2,0,0,0,0,0,-1,-0.7,2,31,1343,22.4,11.2,11.19,19.4,0,0,0.933,933,0,2.68,0,-1,-2.68
675000,93-02-20,Milford,MI,USA,USA,71,200,2011,5,129,L,Pietila,Blake,LW/C,N.J,10,0,1,1,0,1,-5,-3.5,4,168,7822,110,12.5,12.18,23.2,50,4.7,0.869,915,1.09,4.36,20,-6,-3.27
4050000,90-07-04,Minnetonka,MN,USA,USA,74,200,2008,1,17,L,Gardiner,Jake,D,TOR,82,9,34,14,20,43,24,7.8,34,2183,105945,1751.2,21.3,21.4,36.9,39.1,10.7,0.933,1041,3.77,1.88,66.7,55,1.88
742500,93-10-14,Nizhny Tagil,,RUS,RUS,71,190,,,,L,Soshnikov,Nikita,RW,TOR,56,5,4,3,1,9,1,-1.1,16,933,36450,601.8,10.7,10.76,19.8,50,6.8,0.945,1014,1.79,1.6,52.9,2,0.2
575000,94-05-22,Hamilton,ON,CAN,CAN,74,203,,,,L,McEneny,Evan,D,VAN,1,0,0,0,0,0,-1,0.5,0,23,908,15.1,15.13,15.13,27.3,0,16.7,0.667,833,3.97,7.94,33.3,-1,-3.97
2600000,88-04-12,Evanston,IL,USA,USA,72,200,2008,6,177,R,Wingels,Tommy,C/RW/LW,OTT/S.J,73,7,5,4,1,12,-11,0.6,27,1150,45998,766.8,10.5,10.5,20,63.2,5.8,0.894,952,1.49,2.97,33.3,-19,-1.49
800000,92-12-09,Edmonton,AB,CAN,CAN,72,199,2011,1,23,L,Morrow,Joe,D,BOS,17,0,1,1,0,1,-4,-0.5,8,340,15836,263.9,15.53,15.53,28.5,25,3.3,0.935,969,0.91,1.82,33.3,-4,-0.91
832500,94-02-18,Winchester,ON,CAN,CAN,74,193,2012,1,10,L,Koekkoek,Slater,D,T.B,29,0,4,2,2,4,-4,-1.1,8,519,22592,376.6,12.98,12.98,25.4,33.3,7,0.911,981,1.91,2.71,41.4,-5,-0.8
925000,98-05-07,Alvkarleby,,SWE,FIN,76,203,2016,1,4,R,Puljujarvi,Jesse,RW,EDM,28,1,7,7,0,8,5,2.3,10,439,18907,315,11.25,11.25,23.2,66.7,7.4,0.955,1029,2.29,1.14,66.7,6,1.14
4400000,87-12-23,Helsinki,,FIN,FIN,74,212,2008,3,65,L,Lehtera,Jori,C,STL,64,7,15,7,8,22,-6,-0.4,34,1424,58273,969.9,15.18,15.17,26.5,44.9,10,0.9,1000,3.03,2.78,52.1,4,0.25
2400000,93-03-26,Dublin,OH,USA,USA,76,212,2011,1,20,R,Murphy,Connor,D,ARI,77,2,15,7,8,17,-13,-6.6,45,1971,88604,1473.7,19.18,19.17,34.4,34,8,0.906,986,2.04,3.18,39.1,-28,-1.14
5000000,83-11-01,North York,ON,CAN,CAN,73,200,2003,9,263,L,Moulson,Matt,LW,BUF,81,14,18,9,9,32,-4,2.9,10,1162,56408,937.2,11.6,11.59,21.7,66.7,8.5,0.933,1017,3.07,1.73,64,21,1.34
2500000,91-01-03,Hamilton,ON,CAN,CAN,70,180,2009,1,11,R,Ellis,Ryan,D,NSH,71,16,22,13,9,38,17,-5.3,29,2028,102052,1694.2,23.95,23.92,39.8,42.7,10.4,0.926,1031,3.15,2.37,57.1,22,0.78
600000,89-04-07,Brampton,ON,CAN,CAN,70,195,2007,5,132,L,Terry,Chris,LW/RW,MTL,14,2,2,1,1,4,-1,-0.2,4,213,8306,137.6,9.88,9.87,18.8,80,6.8,0.906,973,2.18,2.18,50,0,0
600000,90-07-14,Burlington,ON,CAN,CAN,73,197,,,,R,Jooris,Josh,RW/C,ARI/NYR,54,4,8,3,5,12,-2,-6.3,16,949,39514,658.5,12.2,12.2,22.4,63.2,7,0.911,981,1.73,3.28,34.5,-17,-1.55
1250000,80-05-09,Edmonton,AB,CAN,CAN,71,205,,,,L,Fiddler,Vernon,C/LW,N.J/NSH,59,2,2,1,1,4,-15,-6.3,66,1070,41249,681.9,11.55,11.59,21.1,33.3,5.6,0.896,952,1.06,3.7,22.2,-30,-2.64
925000,95-07-04,Georgetown,ON,CAN,CAN,74,205,2013,1,29,L,Dickinson,Jason,C,DAL,10,2,0,0,0,2,-3,1.3,0,173,7074,118,11.78,11.79,21.5,100,3.6,0.898,934,1.02,2.54,28.6,-3,-1.53
1750000,82-07-20,St. Agapit,QC,CAN,CAN,73,198,2000,2,55,L,Vermette,Antoine,C/LW,ANA,72,9,19,10,9,28,-7,0,42,1749,68703,1144.7,15.9,15.9,27.2,57.1,8.5,0.915,1000,2.57,2.46,51,2,0.1
575000,88-07-26,Traverse City,MI,USA,USA,74,208,2008,7,184,R,Redmond,Zach,D,MTL,16,0,5,1,4,5,6,3.6,2,260,11818,196.8,12.32,12.31,25.2,41.7,12.2,0.9,1022,3.66,2.13,63.2,5,1.52
2000000,85-08-12,Edmonton,AB,CAN,CAN,72,195,,,,L,Garbutt,Ryan,C/LW,ANA,27,2,1,0,1,3,-3,-2.3,20,407,14837,247,9.17,9.16,17.2,42.9,7.2,0.906,979,1.7,3.16,35,-6,-1.46
650000,92-04-18,Ellwood City,PA,USA,USA,76,230,2010,2,60,R,Johns,Stephen,D,DAL,61,4,6,2,4,10,-10,2.7,36,1496,66815,1109.9,18.25,18.23,32.3,27,7.4,0.9,974,2,2.76,42,-14,-0.76
3500000,89-05-08,Windsor,ON,CAN,CAN,75,220,2008,5,148,L,Martin,Matt,LW/RW,TOR,82,5,4,2,2,9,0,-3.3,123,1117,43776,729.6,8.85,8.88,17.4,45,6.5,0.938,1003,1.64,1.81,47.6,-2,-0.16
2000000,87-01-08,Salt Lake City,UT,USA,USA,73,201,2006,1,17,R,Lewis,Trevor,C/RW/LW,L.A,82,12,12,8,4,24,-6,6.8,30,1567,70224,1168.4,14.27,14.26,25.3,66.7,6.6,0.908,973,1.85,2.31,44.4,-9,-0.46
1200000,85-05-21,Warren,MI,USA,USA,71,200,2004,7,224,L,Hunwick,Matt,D,TOR,72,1,18,9,9,19,8,-0.3,18,1770,77667,1289,17.88,17.92,32.3,42.2,8.1,0.923,1004,2.09,2.47,45.9,-8,-0.37
3550000,79-09-26,Regina,SK,CAN,CAN,72,195,,,,L,Kunitz,Chris,LW,PIT,71,9,20,11,9,29,0,1.6,36,1511,66088,1099.9,15.52,15.51,27.5,63,7.4,0.928,1002,2.51,2.29,52.3,4,0.22
832500,94-05-30,Oakville,ON,CAN,CAN,73,190,2012,1,20,L,Laughton,Scott,C/LW,PHI,2,0,0,0,0,0,0,1.4,0,33,1229,20.3,10.25,10.22,22.4,0,11.1,0.667,778,5.91,5.91,50,0,0
767500,95-07-05,Langley,BC,CAN,CAN,73,185,2014,4,116,L,Heinen,Danton,C,BOS,8,0,0,0,0,0,-3,-0.5,2,129,6352,105.3,13.23,13.21,25.4,0,0,0.933,933,0,1.71,0,-3,-1.71
875000,93-07-01,Orangeville,ON,CAN,CAN,75,215,2011,2,44,R,Ritchie,Brett,RW,DAL,78,16,8,4,4,24,11,4.1,38,1484,60355,1004.8,12.9,12.89,23.9,61.5,7.9,0.943,1022,2.33,1.43,61.9,15,0.9
6000000,92-07-31,Vancouver,BC,CAN,CAN,75,218,2010,1,4,R,Johansen,Ryan,C/RW,NSH,82,14,47,28,19,61,1,5.2,60,1998,92671,1541.3,18.83,18.82,32,67.8,9.4,0.904,999,3.5,2.49,58.4,26,1.01
6750000,79-07-02,London,ON,CAN,CAN,76,220,1997,1,1,L,Thornton,Joe,C,S.J,79,7,43,18,25,50,7,7.3,51,1835,85607,1424.7,18.08,18.06,31.7,58.8,10.1,0.915,1016,3.58,1.94,64.9,39,1.64
792500,96-02-02,Palos,IL,USA,USA,72,187,2014,2,58,L,Dvorak,Christian,C/LW,ARI,78,15,18,10,8,33,7,-9.7,22,1533,73086,1217,15.62,15.61,27.4,64.7,9.7,0.925,1022,2.51,2.47,50.5,1,0.05
2700000,83-10-09,Toronto,ON,CAN,CAN,71,195,2002,2,43,L,Daley,Trevor,D,PIT,56,5,14,6,8,19,7,3.1,37,1577,68471,1138.7,20.38,20.37,34.3,32.2,9.8,0.915,1013,3.11,3.11,50,0,0
575000,92-01-13,Ann Arbor,MI,USA,USA,76,204,2010,1,18,R,Watson,Austin,LW,NSH,77,5,12,9,3,17,14,-1.6,99,1380,57408,952.4,12.42,12.4,22.3,56.7,8.5,0.925,1010,1.89,2.27,45.5,-6,-0.38
4750000,86-09-07,Judique,NS,CAN,CAN,73,204,2006,6,160,L,MacDonald,Andrew,D,PHI,73,2,16,12,4,18,-5,0.7,26,1947,88074,1460.4,20.1,20.07,35.7,47.4,6.5,0.908,973,1.56,2.88,35.2,-32,-1.31
575000,90-07-15,Island Park,NY,USA,USA,73,210,2010,6,168,L,Bitetto,Anthony,D,NSH,29,0,7,3,4,7,-1,-4.4,25,513,20538,342,11.8,11.8,23.5,46.7,9.4,0.915,1010,2.63,2.98,46.9,-2,-0.35
575000,86-03-12,Detroit,MI,USA,USA,71,191,2004,4,119,L,Porter,Kevin,C,PIT,2,0,0,0,0,0,-1,-0.6,0,37,1350,22.5,11.25,11.25,20.7,0,0,0.818,818,0,5.33,0,-2,-5.33
832500,95-04-26,St-Lin,QC,CAN,CAN,77,235,2013,1,21,L,Gauthier,Frederik,C,TOR,21,2,1,0,1,3,2,-1,23,349,12213,203.6,9.7,9.7,17.8,42.9,10,0.915,1015,2.06,2.65,43.8,-2,-0.59
6000000,92-01-31,Brampton,ON,CAN,CAN,73,200,2010,1,2,R,Seguin,Tyler,C/RW,DAL,82,26,46,27,19,72,-15,-5.7,22,1990,90826,1511.2,18.47,18.45,32.2,73.5,10.7,0.888,995,3.89,2.86,57.6,26,1.03
2825000,93-09-27,Regina,SK,CAN,CAN,73,211,2012,1,2,L,Murray,Ryan,D,CBJ,60,2,9,5,4,11,3,-3.9,24,1463,65999,1097.6,18.33,18.32,32.7,26.2,9,0.919,1009,2.3,2.62,46.7,-6,-0.33
3600000,90-01-30,Ozieri,,ITA,CHE,74,209,2008,1,19,L,Sbisa,Luca,D,VAN,82,2,11,4,7,13,-1,-10.4,40,2011,93364,1550.3,18.97,18.95,33.7,28.3,7.8,0.922,1000,1.78,2.63,40.4,-22,-0.85
600000,91-06-08,Keswick,ON,CAN,CAN,72,193,,,,L,Hanley,Joel,D,MTL,7,0,0,0,0,0,-3,-0.2,4,105,4266,70.9,10.15,10.15,21.8,0,3.4,0.852,886,0.85,3.38,20,-3,-2.54
600000,78-09-03,Vlasim,,CZE,CZE,73,210,1996,4,105,R,Rozsival,Michal,D,CHI,22,1,2,2,0,3,-3,-2.1,14,464,20454,340.1,15.5,15.49,28,37.5,4.8,0.93,978,1.41,2.29,38.1,-5,-0.88
7000000,84-01-19,Edmonton,AB,CAN,CAN,74,227,2002,2,61,R,Boychuk,Johnny,D,NYI,66,6,17,10,7,23,11,0.4,19,1576,82095,1361.8,20.73,20.7,34.8,39,8.4,0.922,1006,2.6,2.42,51.8,4,0.18
874125,93-04-04,Hamilton,ON,CAN,CAN,75,205,,,,L,Gaudet,Tyler,C,ARI,4,0,1,1,0,1,0,-0.8,0,71,3117,51.9,12.98,12.98,24.1,100,10,0.935,1035,1.16,2.31,33.3,-1,-1.16
1000000,89-06-23,"Garden River, First Nations",ON,CAN,CAN,75,219,2009,7,186,L,Nolan,Jordan,C/LW/RW,L.A,46,4,4,2,2,8,-3,-1,44,685,29962,498.2,10.85,10.85,21.1,72.7,5.4,0.929,983,1.32,1.69,44,-3,-0.36
925000,96-10-28,North Chelmsford,MA,USA,USA,74,196,2015,1,2,R,Eichel,Jack,C,BUF,61,24,33,19,14,57,-13,-5.5,22,1343,72908,1213.8,19.92,19.91,34,78.1,9.7,0.915,1013,3.61,2.62,57.9,20,0.99
1100000,89-07-12,Ottawa,ON,CAN,CAN,73,216,2008,5,139,L,Borowiecki,Mark,D,OTT,70,1,2,2,0,3,-3,3,154,1559,58845,980.7,14.02,14.01,25.7,12.5,5.4,0.921,975,1.47,2.32,38.7,-14,-0.86
925000,97-03-07,Mississauga,ON,CAN,CAN,75,185,2015,1,3,L,Strome,Dylan,C,ARI,7,0,1,1,0,1,-5,-2.6,0,130,5747,95.6,13.68,13.68,24.9,50,3.7,0.891,928,1.25,4.39,22.2,-5,-3.14
600000,85-07-15,Prince Albert,SK,CAN,CAN,75,220,2004,9,279,R,Cracknell,Adam,RW/C,DAL,69,10,6,3,3,16,9,0.3,12,1091,43305,722,10.47,10.46,19.8,57.1,8,0.928,1008,2.33,1.99,53.8,4,0.33
4000000,89-02-21,Woodstock,ON,CAN,CAN,75,216,2007,5,141,L,Muzzin,Jake,D,L.A,82,9,19,9,10,28,-21,4.8,46,2472,109688,1820.6,22.3,22.27,37.1,39.4,7.3,0.891,964,2.34,2.7,46.4,-11,-0.36
1800000,85-03-06,Toronto,ON,CAN,CAN,74,206,2004,9,265,L,Winnik,Daniel,LW/C,WSH,72,12,13,10,3,25,15,-0.8,49,1284,55793,927.6,12.92,12.9,23.3,78.1,8.8,0.923,1011,2.07,2.13,49.2,-1,-0.06
650000,93-10-05,Pelhrimov,,CZE,CZE,73,194,2012,2,49,R,Frk,Martin,RW,CAR,2,0,0,0,0,0,-3,-0.2,0,26,1000,16.6,8.33,8.33,18.3,0,0,0.7,700,0,10.82,0,-3,-10.82
4100000,87-06-06,Eksjo,,SWE,SWE,75,197,2005,4,108,L,Hjalmarsson,Niklas,D,CHI,73,5,13,7,6,18,12,-2.6,20,2061,94148,1560.4,21.5,21.46,37.2,30.5,9.2,0.913,1005,2.27,2.88,44,-16,-0.62
742500,94-01-23,Syracuse,NY,USA,USA,75,219,2012,2,59,L,Nieves,Cristoval,C/LW,NYR,1,0,0,0,0,0,-1,-1,0,17,704,11.7,11.73,11.73,23.4,0,25,0.889,1139,5.12,5.12,50,0,0
1500000,91-01-24,Windsor,ON,CAN,CAN,75,207,2009,1,13,R,Kassian,Zack,RW,EDM,79,7,17,8,9,24,4,-1.5,101,1412,58315,971,12.3,12.3,22.5,64.9,8.7,0.919,1006,2.29,2.6,46.8,-5,-0.31
4250000,78-12-20,Voskresensk,,RUS,RUS,72,200,1998,6,162,L,Markov,Andrei,D,MTL,62,6,30,21,9,36,18,8.1,16,1652,81230,1348.5,21.83,21.81,36.4,55.4,9.1,0.933,1024,2.89,1.91,60.2,22,0.98
832500,95-04-05,London,ON,CAN,CAN,72,223,2013,1,9,L,Horvat,Bo,C,VAN,81,20,32,22,10,52,-7,-2.3,27,2056,87636,1458.3,18.03,18.02,30,76.5,10.1,0.895,996,2.8,3.5,44.4,-17,-0.7
575000,88-09-24,Boston,MA,USA,USA,73,198,2007,5,135,L,Carey,Paul,C,WSH,6,0,0,0,0,0,-2,-1,0,82,3773,62.8,10.48,10.48,20.4,0,0,0.917,917,0,1.91,0,-2,-1.91
600000,90-08-26,Williamsville,NY,USA,USA,73,200,,,,L,Schneider,Cole,LW/RW,BUF,4,0,1,1,0,1,2,0,0,45,1714,28.6,7.15,7.14,15.1,50,13.3,1,1133,4.2,0,100,2,4.2
925000,92-12-10,Plantation,FL,USA,USA,78,225,2012,7,210,L,Megna,Jaycob,D,ANA,1,0,0,0,0,0,1,-0.1,0,18,920,15.3,15.33,15.33,29.2,0,16.7,1,1167,3.92,0,100,1,3.92
725000,96-12-14,Joliette,QC,CAN,CAN,75,204,2015,2,39,L,Greer,A.J.,LW,COL,5,0,1,0,1,1,-2,0,4,102,4097,68.3,13.65,13.66,25.8,100,2.9,0.906,935,0.88,2.64,25,-2,-1.76
4000000,83-08-13,Pardubice,,CZE,CZE,72,185,2001,1,13,R,Hemsky,Ales,RW,DAL,15,4,3,3,0,7,-1,3.3,0,334,12978,216.3,14.42,14.42,25.4,100,6.6,0.935,1002,1.94,1.66,53.8,1,0.28
650000,89-02-01,Valencia,CA,USA,USA,71,193,,,,R,Harper,Shane,RW,FLA,14,2,1,1,0,3,-1,-1.7,18,193,8652,143.9,10.3,10.29,20.3,100,4.9,0.94,989,1.25,1.67,42.9,-1,-0.42
645000,93-09-23,Helsinki,,FIN,FIN,75,198,2012,6,176,L,Lindbohm,Petteri,D,STL,7,0,0,0,0,0,-4,-0.1,4,134,5453,90.9,12.98,12.98,25.1,0,3.3,0.875,908,1.32,3.96,25,-4,-2.64
800000,92-04-20,Winnipeg,MB,CAN,CAN,77,236,2010,1,10,R,McIlrath,Dylan,D,FLA/NYR,6,1,0,0,0,1,-2,-1.7,14,76,3426,57.2,9.52,9.52,19.1,100,6.7,0.897,963,1.05,3.15,25,-2,-2.1
4500000,95-09-02,Tampere,,FIN,FIN,75,213,2013,1,2,L,Barkov,Aleksander,C,FLA,61,21,31,21,10,52,13,5.2,10,1469,71010,1182.5,19.4,19.4,32.4,74.3,9.4,0.919,1014,3.55,2.13,62.5,28,1.42
4500000,86-03-19,Regina,SK,CAN,CAN,73,195,,,,R,Bozak,Tyler,C,TOR,78,18,37,24,13,55,-1,-0.7,30,1772,76890,1286,16.45,16.46,28.9,62.5,11.2,0.908,1020,4.11,2.75,59.9,29,1.35
2500000,84-02-20,Concord,NH,USA,USA,73,206,,,,R,Lovejoy,Ben,D,N.J,82,1,6,4,2,7,-7,-6.9,39,2241,102209,1673.1,20.8,20.66,35.9,18.9,5.8,0.926,984,1.33,2.55,34.3,-34,-1.22
2250000,89-02-08,Calgary,AB,CAN,CAN,72,189,2007,1,4,L,Hickey,Thomas,D,NYI,76,4,16,5,11,20,-1,-3.4,35,1647,79885,1326.1,17.52,17.49,30.1,33.9,9.2,0.908,1000,2.67,3.08,46.5,-9,-0.41
575000,90-03-19,Sudbury,ON,CAN,CAN,73,210,2008,2,50,L,Gaunce,Cameron,D,PIT,12,1,3,3,0,4,1,1.8,13,215,9013,150.3,12.52,12.52,23.8,66.7,7.7,0.921,998,2.4,2.4,50,0,0
2500000,83-05-13,Grand Ledge,MI,USA,USA,75,236,2002,2,44,R,Greene,Matt,D,L.A,26,1,1,0,1,2,3,-1.6,19,537,20564,341.9,13.18,13.17,24.4,22.2,6.3,0.962,1024,1.58,1.05,60,3,0.53
817500,97-04-15,Chicago,IL,USA,USA,74,214,2015,2,32,R,Fischer,Christian,RW,ARI,7,3,0,0,0,3,0,-1.2,0,115,5177,86.3,12.33,12.33,23.4,100,12,0.932,1052,2.09,2.09,50,0,0
575000,88-09-23,Morges,,CHE,CHE,71,200,2007,3,73,R,Weber,Yannick,D,NSH,73,1,7,5,2,8,1,-4.1,25,1245,52209,869.4,11.92,11.92,23.3,22.9,8.3,0.918,1001,2.42,2.48,49.3,-1,-0.07
575000,89-05-10,Grand Prairie,AB,CAN,CAN,74,200,,,,R,Rowney,Carter,RW/C,PIT,27,3,4,3,1,7,2,1.4,4,441,17773,296.3,10.97,10.97,20.5,70,7.9,0.94,1018,2.03,1.82,52.6,1,0.2
2500000,81-03-24,Bolton,CT,USA,USA,75,210,2000,1,13,L,Hainsey,Ron,D,CAR/PIT,72,4,13,8,5,17,-8,-2.1,21,1925,95169,1578.2,22.03,21.99,37.7,33.3,7.4,0.912,986,1.94,2.89,40.2,-25,-0.95
800000,90-03-23,Montreal,QC,CAN,CAN,73,207,2008,6,152,L,Barberio,Mark,D,COL/MTL,60,2,11,6,5,13,-5,-1.8,14,1330,65740,1092.1,18.27,18.24,32,32.5,7.4,0.929,1003,2.2,1.98,52.6,4,0.22
925000,94-04-11,Brantford,ON,CAN,CAN,72,192,2014,2,55,R,Montour,Brandon,D,ANA,27,2,4,2,2,6,11,4.2,14,537,28157,469.3,17.38,17.38,31.2,31.6,7.8,0.972,1050,2.43,0.77,76,13,1.66
3900000,84-08-14,Kelowna,BC,CAN,CAN,73,204,,,,L,Gorges,Josh,D,BUF,66,1,5,3,2,6,-3,-6.3,50,1723,73091,1214.6,18.45,18.44,32.7,21.4,5.6,0.931,987,1.38,2.47,35.9,-22,-1.09
575000,85-02-08,Ottawa,ON,CAN,CAN,73,195,,,,L,Smith,Trevor,C/RW,NSH,1,0,0,0,0,0,0,-0.6,0,12,440,7.3,7.33,7.34,15.3,0,,1,,0,0,0,0,0
7500000,85-04-10,Edmonton,AB,CAN,CAN,75,219,2003,1,9,L,Phaneuf,Dion,D,OTT,81,9,21,10,11,30,-6,-4.9,100,2476,111982,1855.1,23.03,22.99,38.2,37.5,8.8,0.912,1000,2.59,2.75,48.5,-5,-0.16
575000,87-09-01,Toronto,ON,CAN,CAN,71,180,,,,L,Zolnierczyk,Harry,LW,NSH,24,2,2,2,0,4,-2,-3.7,10,309,12776,213,8.87,8.87,18.3,80,6.3,0.944,1006,1.41,1.97,41.7,-2,-0.56
4000000,79-01-12,Starˆ Lubovna,,SVK,SVK,73,207,1997,1,12,L,Hossa,Marian,RW,CHI,73,26,19,11,8,45,7,0.4,8,1657,73836,1227.7,16.87,16.85,28.5,81.8,9.6,0.914,1011,2.69,2.64,50.5,1,0.05
5600000,83-09-27,Edmonton,AB,CAN,CAN,76,221,2002,1,3,L,Bouwmeester,Jay,D,STL,81,1,14,7,7,15,6,-3.1,28,2366,108889,1807,22.4,22.37,39,21.1,9.9,0.914,1013,2.36,2.76,46.1,-12,-0.4
925000,98-06-25,Nizhnekamsk,,RUS,RUS,75,215,2016,1,9,L,Sergachev,Mikhail,D,MTL,4,0,0,0,0,0,1,-2.1,0,68,2910,48.5,12.13,12.13,23.8,0,15.8,0.941,1099,3.71,2.47,60,1,1.24
3200000,82-12-23,Jindrichuv Hradec,,CZE,CZE,74,210,,,,R,Michalek,Zbynek,D,ARI,3,0,0,0,0,0,1,-0.9,0,68,3179,53,17.67,17.66,32.1,0,4.5,0.971,1016,1.13,1.13,50,0,0
650000,86-05-07,Elk River,MN,USA,USA,74,201,,,,R,Prosser,Nate,D,MIN,39,2,5,2,3,7,0,1.1,12,685,29789,496,12.72,12.72,24.2,35,9.1,0.919,1010,2.42,2.42,50,0,0
2100000,88-04-20,Hartford,CT,USA,USA,73,196,2007,6,173,L,Bonino,Nick,C,PIT,80,18,19,12,7,37,-5,-4.5,16,1883,79931,1330.1,16.65,16.64,28.1,72.5,7.8,0.915,993,2.3,2.84,44.7,-12,-0.54
4500000,90-10-29,Lipetsk,,RUS,RUS,73,204,2009,1,14,L,Kulikov,Dmitry,D,BUF,47,2,3,1,2,5,-26,-9.6,26,1315,61766,1028,21.9,21.89,37.1,25,4.2,0.917,959,1.17,2.98,28.2,-31,-1.81
3250000,81-10-04,Cobourg,ON,CAN,CAN,73,188,2000,1,28,R,Williams,Justin,RW,WSH,80,24,24,8,16,48,14,10.2,50,1538,74288,1235.6,15.48,15.47,27.6,67.6,10,0.926,1026,3.45,1.75,66.4,35,1.7
